epoch,loss,noise_loss,pred_loss,f1,mae,precision,recall
0,0.5947971012115478,0.0,0.5947971012115478,0.4318393215388182,0.16734053943157196,0.6050668981766069,0.2209669451004548
1,2.5001820204734804,1.7977670883178711,0.7024149321556091,0.8233205373414385,0.09458504135906697,0.9169897997373108,0.6141912110539983
2,2.4888823468208314,1.7977670726776123,0.691115274143219,0.8455704645027612,0.08655130611658096,0.9189464560546002,0.6678228452045953
3,2.4867082814216612,1.7977670734405518,0.6889412079811096,0.8512283101271761,0.08296792840361596,0.917225146567495,0.686561718939592
4,2.4853952103614807,1.7977670780181885,0.6876281323432922,0.8526511989859562,0.08099184245318175,0.9127262582098601,0.6992395342029628
5,2.4845663315773012,1.797767073249817,0.6867992583274841,0.8500989547234448,0.08132854916453361,0.9072863420457532,0.7025006531261888
6,2.483903803348541,1.7977670761108397,0.6861367272377015,0.8445720006881081,0.08308344386816024,0.9004784879379637,0.6997566382659829
7,2.48331748418808,1.7977670768737792,0.6855504073143005,0.8390186174557215,0.08390696070492268,0.8914251942885963,0.7015408162714184
8,2.4828365933418275,1.797767080307007,0.6850695130348206,0.8352880787956922,0.08570430375635624,0.8880845463517678,0.6971388182949498
9,2.4825289391517638,1.7977670711517335,0.6847618680000305,0.8318606309830994,0.08649732937812805,0.8826441325399824,0.6979952660259487
10,2.4821345873832703,1.7977670789718627,0.6843675084114075,0.8290018306081617,0.08771662719845771,0.8782233975281548,0.69850532102725
11,2.4818968081474306,1.7977670780181885,0.6841297301292419,0.8245532686603537,0.0888678340613842,0.8724538928812939,0.6969953773443782
12,2.481520892047882,1.7977670761108397,0.6837538159370422,0.8216583225351551,0.0890143745303154,0.8675380633759987,0.6985207773724689
13,2.4813888007164002,1.7977670810699462,0.6836217196464539,0.8162912458215761,0.09076123969852924,0.8600043933930818,0.6980249253114973
14,2.4811812105178834,1.797767080116272,0.6834141304016114,0.8149431874269101,0.09113005704581738,0.8577029909653917,0.6988145201054
15,2.4809478622436525,1.7977670778274537,0.6831807844161988,0.8123569781615357,0.09199232648611069,0.8539319550191642,0.698928917863492
16,2.4807338627815247,1.7977670831680297,0.6829667796134948,0.8070432639174543,0.09402206370532512,0.8472806641648741,0.6967479497057174
17,2.480640268421173,1.7977670818328857,0.6828731865882873,0.806591928306879,0.09372224498391152,0.8468656639770221,0.6962257032485707
18,2.4805478549957276,1.7977670852661132,0.6827807697296142,0.8056275054040467,0.0932666908621788,0.8433935462251771,0.7009953719238194
19,2.480275705242157,1.7977670827865602,0.682508622455597,0.8026803499679642,0.09492114150226116,0.840172077070745,0.6987447126670854
20,2.4801009503364564,1.7977670804977417,0.6823338698387146,0.7979916877591092,0.09532679063975812,0.8341135829346513,0.6973303602143832
21,2.1449787969589234,1.4627676092147828,0.6822111877441406,0.798991243465316,0.0960440948665142,0.8358427359162822,0.6966144068779302
22,2.144927121448517,1.4627676050186158,0.6821595164299011,0.7977861650796131,0.0965008042216301,0.8333638084295207,0.6984000833204163
23,2.1447890996932983,1.4627676095962525,0.6820214900970459,0.7962877428722572,0.09586139737665653,0.831039852012961,0.6988707092443592
24,2.144621300792694,1.4627676084518433,0.6818536923408508,0.7930386263907772,0.09708440389633179,0.8269890710989184,0.6975793653922447
25,2.1446047662734986,1.4627676090240478,0.6818371572494507,0.7966946809390334,0.09743400878310203,0.8307098458760511,0.7010131465596502
26,2.1444086624145506,1.4627676134109497,0.6816410490036011,0.7950947815803178,0.09698161447346211,0.8288603901599887,0.7000359860810563
27,2.1444210671424866,1.4627676076889038,0.6816534594535828,0.7898413375260045,0.09887305084764958,0.8228625719666467,0.696653058923132
28,2.1441816374778746,1.4627676061630248,0.6814140313148499,0.7897544099309319,0.09841934973299503,0.822981524839303,0.6960762961495746
29,2.1442068583488463,1.4627676065444946,0.6814392518043518,0.7869832284319892,0.09935457253158092,0.8185993447180356,0.6972223355152698
30,2.144107940578461,1.4627676065444946,0.6813403340339661,0.7873272935731853,0.09930049278736114,0.81888488890456,0.6977021521999067
31,2.1440139183044433,1.4627676054000855,0.6812463129043579,0.7840955216263955,0.10086720241010189,0.8156970541260435,0.69441884711991
32,2.143876211261749,1.4627676025390626,0.6811086087226867,0.783935351540506,0.09969602004289627,0.8150414730181281,0.6954609470000163
33,2.1439260953903196,1.4627676078796388,0.6811584875106812,0.7824813532863606,0.1001911997616291,0.8114849972896233,0.6991820984449914
34,2.143785689353943,1.4627676052093506,0.6810180841445923,0.782041010177756,0.10051787587106228,0.8124281082497264,0.6953477942729046
35,2.143699844837189,1.4627676050186158,0.680932239818573,0.7818077345433896,0.10051820157468319,0.8117424469025144,0.6962251696535483
36,2.1435940039634707,1.4627676067352295,0.680826397228241,0.7836307155739058,0.09993143311440944,0.8140816542294758,0.6967562163849698
37,2.1435185420036316,1.462767604446411,0.6807509375572205,0.7833839739602314,0.09984063664078713,0.8127811545732563,0.6990991169893801
38,2.143443670654297,1.4627676055908203,0.6806760650634766,0.7772883084468388,0.10180983649492263,0.8058817747477609,0.6950811344091964
39,2.143379199409485,1.4627676042556763,0.6806115951538086,0.7777660665473562,0.1014185985326767,0.8062678187106939,0.6957795154698991
40,2.143347725009918,1.4627676034927368,0.6805801215171814,0.7808050498336419,0.10059953658878804,0.8095470223154906,0.6981784851998515
41,1.949664087677002,1.269051219177246,0.6806128684997559,0.7777521169932489,0.10179408335387707,0.8056015390975305,0.6973901671768766
42,1.949540438747406,1.269051219177246,0.68048921957016,0.7764827469190964,0.10184714839756488,0.8044381973655796,0.6958738343590212
