epoch,loss,noise_loss,pred_loss,f1,mae,precision,recall
1,0.5636285092353821,0.0,0.5636285092353821,0.5369308198287406,0.14943665708005427,0.6824200286866159,0.31387472091334984
2,0.5328754180908203,0.0,0.5328754180908203,0.7672178793054493,0.11068953071832657,0.893020855206247,0.5220666752628171
3,0.5242652853488922,0.0,0.5242652853488922,0.7575314922904676,0.11263255469501018,0.8715004540736371,0.527561631531839
4,0.51978485455513,0.0,0.51978485455513,0.7569182184936236,0.11248059068024159,0.8612775770296919,0.5391563872248666
5,0.5160404985427857,0.0,0.5160404985427857,0.7594637811237654,0.11116763069927692,0.8590853761519275,0.5477397447395196
6,0.5136383709430694,0.0,0.5136383709430694,0.7505073088686031,0.11326485126018525,0.8473907552932965,0.543410768647828
7,0.5114748178005218,0.0,0.5114748178005218,0.7564264412978597,0.11167251290678978,0.8507847769072244,0.5522605024112281
8,0.5090075541973114,0.0,0.5090075541973114,0.7501595764065274,0.11256542538404465,0.8409752561092655,0.5516034340834857
9,0.5077476920604705,0.0,0.5077476920604705,0.7455972441192108,0.11501548758745193,0.8364700633758974,0.5473767041136977
10,0.5068962901115418,0.0,0.5068962901115418,0.7430517354670697,0.11502406256496907,0.8311023965693879,0.5491281806848887
11,0.5049157866954803,0.0,0.5049157866954803,0.7415177281875052,0.11570350766479968,0.826722138845314,0.5519121177848049
12,0.5037275463104248,0.0,0.5037275463104248,0.7405507272679726,0.11637880680859089,0.8234391728380457,0.554496344636133
13,0.5027428234577179,0.0,0.5027428234577179,0.7374049014176314,0.11719347055256367,0.8208853716184229,0.5507191109939801
14,0.5016231633663177,0.0,0.5016231633663177,0.7385410024597685,0.11690423690080642,0.8182960575757393,0.5574388100526196
15,0.5011313545227051,0.0,0.5011313545227051,0.7364719049772561,0.11792865951359272,0.815966235751537,0.5559347682636335
16,0.4999782512187958,0.0,0.4999782512187958,0.7327669322619266,0.11840669708251954,0.8106717426464491,0.5549876018175537
17,0.4992244383335114,0.0,0.4992244383335114,0.7332130902501993,0.11825907598733902,0.8125968667540602,0.5531019589360348
18,0.4986891176223755,0.0,0.4986891176223755,0.733270932572591,0.11858639133870602,0.8107414024596802,0.5561330995815545
19,0.49828206148147586,0.0,0.49828206148147586,0.7339960364939916,0.11849597686529159,0.8117780285224954,0.5563149363800822
20,0.49809663171768187,0.0,0.49809663171768187,0.7305464659950283,0.1193465539842844,0.8083607175800351,0.5530786565812892
21,8.02867428445816,7.338801008605957,0.6898732758522034,0.7627941642035677,0.10789803099930287,0.8232033044998485,0.6128780372339093
22,8.019791665363313,7.338800986480713,0.6809906788825989,0.7777691042409828,0.10204084148705006,0.8279564279499789,0.6470339536657398
23,8.017891386795045,7.338800995635986,0.6790903911590577,0.7820232995006641,0.10023215376734733,0.8256754116086884,0.6648569569948937
24,8.016771907234192,7.338800995635986,0.6779709115982056,0.7789351220379165,0.10055421188175678,0.8188636453355863,0.6700307882105333
25,8.016198737144471,7.338801010894775,0.6773977262496949,0.7749529517005564,0.10166551370918751,0.8099925744057901,0.677289617459993
26,8.015655227470399,7.338800997161865,0.6768542303085328,0.7694065981517013,0.10298334044516086,0.8020913227074824,0.6773951549485423
27,8.015273404026031,7.338801010131836,0.6764723938941956,0.7692540973480128,0.10327785916626453,0.8000537247825803,0.6817675311136004
28,8.01487602481842,7.338801000213623,0.6760750246047974,0.7647811648565762,0.1048252871632576,0.7936395074953442,0.6821053799281598
29,8.014650377082825,7.33880099029541,0.6758493867874146,0.7649737572583915,0.10367675228118896,0.7935124471863474,0.6830833999594406
30,8.014407664203643,7.33880099105835,0.6756066731452942,0.7617075910368708,0.10528075937628746,0.7882964239039534,0.6847230681767043
31,8.014168750667572,7.338801013183594,0.6753677374839783,0.7617316696485243,0.10559594614803791,0.788291194420357,0.6848205467671077
32,8.014024345493317,7.338800999450684,0.675223346042633,0.7595058768660202,0.1066351561307907,0.7852326662038985,0.6847263026093966
33,8.013786030864715,7.338800993347168,0.6749850375175476,0.7570570023265828,0.10691497999429703,0.7814527576616411,0.6857018098283006
34,8.013632352352142,7.338800996398926,0.6748313559532165,0.7564529374920805,0.10668437463343143,0.7807582980182879,0.6853367858242698
35,8.013431342220306,7.338800984954834,0.6746303572654724,0.7543492178064514,0.1090443938434124,0.7775890979806982,0.686006721541388
36,8.013293863391876,7.338801000213623,0.6744928631782532,0.7531720258734972,0.10904332818388938,0.7762522949755433,0.6852563844457673
37,8.01322822713852,7.338800989532471,0.6744272376060486,0.7549456508755304,0.10812925498187542,0.777891750031601,0.6873602549808301
38,8.013042489147185,7.338800984954834,0.6742415041923523,0.7519077987049237,0.10992482141256332,0.773659634159437,0.6874784412606989
39,8.012967548274993,7.338801010894775,0.6741665373802185,0.7547230816678997,0.10862998286783696,0.7762700778176261,0.6908071050899872
40,8.012868249320984,7.338800992584228,0.6740672567367554,0.7522236454509352,0.10958247049152851,0.7736973909435768,0.6885243379771624
41,7.672855501937867,6.998854099273681,0.6740014026641846,0.7543395265562646,0.10866579221785068,0.7762336407996276,0.6895125400628023
42,7.672683644771576,6.998854111480713,0.673829533290863,0.7531695965956899,0.10947957819104194,0.7751730478026245,0.6880665474669416
43,7.672672836208344,6.998854123687744,0.6738187125205993,0.7527931148494812,0.1094664783090353,0.7745931536801243,0.6882284392762729
44,7.6724756531715395,6.998854117584228,0.6736215355873107,0.750255676023782,0.11036938686966896,0.7707856543902294,0.6890768325716916
45,7.672448579597473,6.998854111480713,0.6735944681167603,0.751840086294883,0.11026890261173249,0.7724527718205156,0.6904272298050141
46,7.672278217506409,6.998854119873047,0.6734240976333619,0.7509212726812889,0.11070711670219899,0.77110419787205,0.6906630892406596
47,7.672271316719055,6.99885412902832,0.6734171876907349,0.7495373042059045,0.11056809313446284,0.7693858296161231,0.6901861650366827
48,7.672150137138367,6.998854134368896,0.6732960027694702,0.7503819999959314,0.11067737473547459,0.7705015020122908,0.690297966849369
49,7.672165020847321,6.998854116058349,0.6733109047889709,0.7506399640786948,0.11093222204446793,0.7714917949590385,0.6886016893806604
50,7.672024837303161,6.998854127502441,0.6731707098007202,0.7494687313632014,0.11166485972702503,0.7700484817314699,0.6881641639954813
51,7.67206626329422,6.998854108428955,0.6732121548652649,0.7496002589418241,0.11041498327851296,0.7697499154134666,0.6894420994224099
52,7.671892733860016,6.998854110717773,0.6730386231422424,0.7488730190909744,0.11148576306700707,0.7695489501248194,0.6873177635713493
53,7.671813879108429,6.998854135894775,0.6729597432136536,0.7495595521043428,0.11109944880008697,0.7703360242711753,0.6877310171694043
54,7.671787024974823,6.998854116821289,0.6729329081535339,0.7443091019006477,0.11280529254376888,0.7636161861436996,0.6864552177195371
55,7.671713453102112,6.998854144287109,0.6728593088150024,0.747981286884039,0.11226084477901459,0.7675445107176768,0.6894089543822876
56,7.671680099678039,6.998854121398926,0.6728259782791137,0.7476439337362362,0.11129982969164848,0.7679943571584323,0.6869661764211771
57,7.671680874061584,6.998854125976562,0.672826748085022,0.7449723691965687,0.11277565641403198,0.7642874475513785,0.6870917428573917
