epoch,loss,noise_loss,pred_loss,f1,mae,precision,recall
67,1.9479350174903869,1.2690512195587158,0.6788837979316712,0.747068777090348,0.11136202654838562,0.7722305237283189,0.6738783821053643
68,1.9478437203407288,1.2690512197494508,0.678792500591278,0.747253946003216,0.11076349309384823,0.7724983574132134,0.6738514851943386
69,1.947837250995636,1.2690512142181396,0.6787860367774964,0.7478373565237486,0.11090059768855572,0.7723949509834147,0.6761760194965932
70,1.94779922246933,1.2690512161254883,0.6787480063438416,0.7478834748645585,0.1112960272371769,0.7734634132552407,0.6736233620426915
71,1.9477645500183105,1.269051214981079,0.6787133350372314,0.7459234982541775,0.11178452991843224,0.7705709962734312,0.6740556442558289
72,1.9477705392837525,1.269051217842102,0.6787193214416504,0.7469797183836678,0.1118595759063959,0.7721701168284795,0.6737177198021008
73,1.9477079858779907,1.2690512140274048,0.6786567718505859,0.7464280321712182,0.11146186120212079,0.7716476057355385,0.6730989294357409
74,1.9476772439956664,1.2690512174606323,0.6786260265350342,0.7450349043521991,0.11238018917143344,0.7703379783734852,0.6715117184474337
75,1.9476841433525085,1.2690512155532836,0.6786329277992249,0.7469330703194084,0.11145102192759514,0.7712243271796734,0.6759636358424371
76,1.9476653581619263,1.2690512184143066,0.6786141397476196,0.746149168807512,0.11219562231004238,0.770814448637016,0.6742332383144095
77,1.9476243544578553,1.2690512159347533,0.6785731385231019,0.7457398186168439,0.11145032673180104,0.7701492769972819,0.6744820271637498
78,1.9476216813087464,1.2690512174606323,0.678570463848114,0.7459227194923648,0.11193822853565216,0.7701189675833642,0.6752084848511332
79,1.9475621046066285,1.269051214981079,0.6785108896255493,0.7449414857264256,0.11304226669967174,0.7695348329132405,0.6732236063951108
80,1.9475335987091065,1.2690512166976928,0.6784823820114135,0.7457273085457765,0.1119724532276392,0.7690824940660346,0.6771795905806616
81,1.8120183190345764,1.1334458696365357,0.6785724493980407,0.7463850517765819,0.11191161134243012,0.771543003166945,0.6732128263715402
82,1.812016367149353,1.133445872116089,0.6785704950332642,0.7452023066085444,0.11209857190847397,0.7683801763569849,0.6771189328140125
83,1.81193771276474,1.1334458724975587,0.6784918402671813,0.7440960144654056,0.11303830615878105,0.7686060561452648,0.6726008893997482
84,1.8119221225738524,1.133445874977112,0.6784762475967407,0.7442836482065078,0.11299258885681629,0.7672168026431727,0.6768443216102867
85,1.81188739900589,1.1334458717346192,0.6784415272712707,0.745001716602223,0.11270456258952617,0.7690643376983795,0.6746407826186803
86,1.811868137359619,1.1334458688735962,0.6784222684860229,0.7441098054456736,0.11239070997834205,0.7669279451099772,0.6769708774304753
87,1.811857273387909,1.1334458724975587,0.6784114008903503,0.7417746095427753,0.11340955941975117,0.7644302709989956,0.6750824985569146
88,1.8118450380325317,1.133445876121521,0.6783991619110108,0.7430189048947399,0.11314804171919823,0.7659300436627589,0.6756501961756309
89,1.811842550086975,1.133445873451233,0.6783966766357422,0.7455007883476257,0.11222883044481277,0.7687028805750986,0.6773514775628934
90,1.8118192378997802,1.133445874977112,0.6783733629226685,0.7438290652818114,0.11251447617709637,0.7676603073670778,0.6740757226622465
91,1.8118109485626221,1.1334458728790284,0.6783650756835937,0.741050804720948,0.11451090315282345,0.7646922144220504,0.6718172548608891
92,1.8117892691612243,1.1334458736419677,0.6783433955192566,0.7452124347232864,0.11260754768252373,0.7686316221747637,0.6765050578530881
93,1.8117854953765868,1.1334458724975587,0.6783396228790283,0.7433545923712043,0.11322588045597076,0.7667889105159165,0.6746287475609112
94,1.8117868873596192,1.1334458745956422,0.6783410127639771,0.7436896219343382,0.11333310179710389,0.7659019487244997,0.6781332839248039
95,1.8117136074066162,1.1334458730697632,0.6782677343368531,0.7425028630704019,0.11360919565558433,0.7658664525236922,0.6739690037768016
96,1.8116719700813293,1.1334458730697632,0.6782260970115661,0.7442667732515325,0.11348905659914017,0.7677977928006455,0.6752813423755654
97,1.811703381729126,1.1334458711624145,0.6782575105667115,0.7427848974790334,0.11386244581639766,0.765910246488536,0.6748637147669752
98,1.8116721464157104,1.1334458728790284,0.6782262735366821,0.740970735288036,0.1134647267639637,0.7638270593796271,0.6737660973853433
99,1.811691191291809,1.1334458726882934,0.6782453186035157,0.7396247224692141,0.11505251020491124,0.7618254948542119,0.6741398031274837
100,1.811658242893219,1.133445872116089,0.6782123707771301,0.7414165234764912,0.11410532692372799,0.7627548334440262,0.6781758992057244
