epoch,train_loss,test_acc@1,test_acc@3,test_acc@5
1,2.7996222496032717,38.5,72.37,87.82
2,2.56668181892395,41.21,76.81,90.55
3,2.452272996711731,44.529999999999994,78.47,91.44
4,2.361918901786804,47.39,80.28,92.89
5,2.3089890246963503,50.01,82.84,93.92
6,2.2738858148574828,52.019999999999996,83.72,94.72
7,2.248131240730286,52.09,83.39,94.53
8,2.2314041468811037,53.790000000000006,84.94,94.97
9,2.214388324623108,54.449999999999996,85.61,95.15
10,2.2000821711349485,55.53,86.00999999999999,95.22
