epoch,train_loss,test_acc@1,test_acc@3,test_acc@5
1,2.117832033863068,36.44,70.72,86.75
2,1.8219439310836791,39.290000000000006,74.76,89.3
3,1.7201245869636537,41.91,76.46,90.45
4,1.6611630491065978,43.51,77.25,90.92
5,1.6080667635726928,46.98,80.0,92.75999999999999
6,1.5747749751853943,48.36,80.67,92.89
7,1.544327957057953,49.02,81.95,93.69
8,1.5268310283851623,49.96,81.91000000000001,93.82000000000001
9,1.5117178420257569,50.51,83.39,94.21000000000001
10,1.496912734260559,50.77,83.65,94.26
